brand|name_perfume|family|subfamily|fragrances|ingredients|origin|gender|years|description|image_name
Chanel|Misia|FLORAL|MUSK SKIN|Soft Floral Fresher Iris|['Violet', 'Benzoin', 'Iris / Orris', 'Rose (Turkey)', 'Rose (Grasse)', 'Tonka Bean']|France|Unisex|2015|"Misia Sert was the muse of many artists and a friend to Coco Chanel. Enigmatic and radiant, she lived and breathed art and beauty, fascinating all those around her. Known as the ""Queen of Paris"", she is incarnated by a fragrance that recalls the excitement of opera dressing rooms with bouquets of flowers and the powdery scent of makeup and lipstick."|ojytqjsxn6muqp6gditrig6fkck01rkwbxvnwtnsf0nhp59zk1p4q94cum58-w500-q85.jpg
Charrier Parfums|Mimosa|FLORAL|ALDEHYDIC|Soft Floral Classical|['Mimosa', 'Iris / Orris', 'Violet', 'Ylang-ylang', 'Amber', 'Musk']|France|Female|2018|Mimosa by Charrier Parfums is a luminous scent that perfumes the forests with its shining golden colours.|is28jefqzq4m4h4gr4iv49b2dyfzqwcclbr71hwndvqyjm0g3q7t1g23zuqo-w500-q85.jpg
Natura|Natura Una Artisan|WOODY|CITRUS|Woods Fresher Citrus|['Patchouli', 'Peony', 'Vanilla', 'Bergamot', 'Mandarin', 'Pear', 'Pink Pepper', 'Rose', 'Jasmine (Sambac)']|Brazil|Female|2017|Una Artisan is a precious, floral, and intense fragrance, perfect for special occasions.|91doxe1u4aplx5rjq99nj8k2o5m5atgrrhvxihsn2rfzoscqygoipi71nxec-w500-q85.jpg
Paris Bleu|Seductrice De Paris|FLORAL|FRUITY|Floral Fresher Fruity|['Rose', 'Pineapple', 'Vanilla', 'Freesia', 'Gardenia', 'Iris / Orris', 'Violet', 'Peach', 'Amber', 'Musk', 'Woody Notes']|France|Female|2015|A wicked lady, a seductive fragrance, sensual and refined, Seductrice de Paris is a symbol of elegance, modernity and femininity. With sparkling florals, marrying captivating and velvety fruits, the subtle and bewitching floral bouquet in the heart is sublimated by the magnificence of a voluptuous base that creates an unforgettable trail.|7fxyp5pc7ak5ympc1tnued291txxeoy5jbf2iguzvjsocrkacilw0cb0mh8n-w500-q85.jpg
24|24 Platinum Oud Edition|WOODY|AMBERY (ORIENTAL)|Woody Amber Classical|['Oud / Agarwood', 'Orange Blossom', 'Bergamot', 'Cashmeran (Woody musky)', 'Guaiac Wood', 'Amber', 'Jasmine', 'Neroli', 'Rose', 'Saffron', 'Lemon', 'Musk', 'Patchouli']|United Arab Emirates|Unisex|2014|Energise yourself for whatever your day holds with 24 Platinum Oud Edition. This captivating men's fragrance was created from an unforgettable combination of special ingredients. It is ideal for daily wear, and to add an extra touch to charm a special someone in the evening.|39jtix8vmebq3cccy5v3kn3ggkmg6ol65xt2239v8vzu3rvd9kpi3gnp6dp1-w500-q85.jpg
Betty Barclay|Pure Pastel Mint|FLORAL|MUSK SKIN|Soft Floral Fresher Musk|['Rose', 'Sylkolide (Musk)', 'Yuzu', 'Ylang-ylang', 'Tea', 'Pink Pepper', 'Sandalwood', 'Blackcurrant Bud']|Germany|Female|2017|This Spring, cool mint tones meet pastel lemon, leading to some unusual new combinations in the fashion world. When put together with pinks and reds, these contrasts create even more summery freshness. The diversity of pastel prints with floral and graphic elements heralds the warmer months.|r7k2yf671s95ytonnczh9yngvhem50ga6jrsf9k7yl49pbic0suv4ke8aamu-w500-q85.jpg
Jequiti|Privé Homme Golden|AROMATIC FOUGERE|FRUITY|Aromatic Fougère Fresher Fruity|['Rosemary', 'Apple', 'Patchouli (Indonesia)', 'Mint', 'Amber', 'Cinnamon', 'Coumarin (Tonka Bean note)', 'Ginger', 'Grapefruit', 'Leather', 'Mandarin', 'Musk', 'Nutmeg', 'Orange Blossom', 'Black Pepper', 'Cedarwood (Atlas)', 'Vanilla (Madagascar)']|Brazil|Male|2019|The fragrance is inspired by a man's behaviour, marked by his power. This man also brings an air of mystery and seduction and his presence is a weapon of conquest.|zhcavmr6vacvj7kzegidn95lgf4cgcaj5cmt44oziw7c2lvcp5edz2u7fleg-w500-q85.jpg
Bond No. 9 I Love Ny|New York Flowers|FLORAL|FLORAL|Floral Crisp White Flower|['Jasmine', 'Clementine', 'Amber', 'Iris / Orris', 'Rose (Grasse)', 'Pear', 'Champagne Rosé']|United States of America|Unisex|2023|Celebrate NYC’s annual spring spectacle of blooms, when flowers take center stage. New York Flowers honors not just the democracy of city’s “public” botanicals, but also celebrates the spirit of joy, renewal and the natural wonders that each spring brings to our town. A celebratory scent that opens with sparkling notes, almost like popping the cork off of a bottle of champagne.|1u8sadb36f4jmj1xessolcpgxt5mimvpfu4gfdj419h5bxx2fg9878dbn3c5-w500-q85.jpg
Jusbox|Visionary Eye|FLORAL|MUSK SKIN|Soft Floral Fresher Musk|['Iris / Orris', 'Pink Pepper', 'Tonka Bean', 'Violet', 'Musk', 'Ambergris', 'Bergamot', 'Cardamom', 'Cedarwood', 'Cinnamon', 'Lavender', 'Sandalwood', 'Suede', 'Thyme', 'Vanilla']|Italy|Unisex|2022|Berlin was Bowie’s mirror, a cultural mix where the past met the present to rewrite the future. Unconventional, avant-garde, experimental, full of energy and acceptance, incredibly modern and historical, the balance between opposites. The fragrance embodies this spirit, an unconventional Iris, extremely modern and very alive to mirror Berlin and Bowie’s dualism.|301cj6k687h1mg7n0yya47mfjbp7x0qcnk5exkwlgxoe844ffq9hb9cb5mcn-w500-q85.jpg
Karl Lagerfeld|Bois D'Ambre|AMBERY (ORIENTAL)|FLORAL|Soft Amber Classical|['Amber', 'Geranium', 'Bergamot', 'Tonka Bean', 'Clary Sage', 'Bitter Orange', 'Plum']|France|Male|2021|Bois d'Ambre is a warm perfume, as enveloping as cashmere. Defined by the strength of its woody personality, it's an elegant reinterpretation of a classic masculine fragrance.|q0pbsy2a76suxa5kkfuz5rdkpyvv1amq2bywy5nid7tenqxrpw62pd0xchn5-w500-q85.jpg
Miller Harris|Peau Santal|WOODY|WOODY|Woods Classical|['Sandalwood', 'Cashmeran (Woody musky)', 'Incense / Olibanum', 'Violet Leaves', 'Amber', 'Bergamot', 'Pink Pepper', 'Saffron', 'Vanilla']|United Kingdom|Unisex|2018|The sensation of soft, warm skin evoked by the creamy richness of sandalwood. Exceptionally smooth and sensual, sandalwood is the noblest of woods, and, in Peau Santal, Miller Harris has enriched every aspect of the material to create the ultimate skin-scent.|lljwx1o2dngeql8z182impxn4k5txqza8xj53zuyz094h92bvyvzzooxxweb-w500-q85.jpg
Stéphane Humbert Lucas|Oumma|WOODY|AMBERY (ORIENTAL)|Woody Amber Rich|['Oud / Agarwood', 'Cypriol / Nagarmota', 'Balsam (Peru)', 'Jasmine (Egypt)', 'Rose (Morocco)']|France|Unisex|2013|Oumma : a study of the contrasts of agarwood (oud), a substance that Stepahne Humbert Lucas views with mystical reverence. A masterpiece of contrasts for the senses.|rhv9be34iucx213o04gfjnbqa3sfnd75eisi9lzd8ialcre64jimsbz5e2fn-w500-q85.jpg
Farmacia Ss. Annunziata 1561|Fiore Di Cotone|AROMATIC FOUGERE|AROMATIC FOUGERE|Aromatic Fougère Fresher Aromatic|['Lavender', 'Thyme', 'Musk', 'Artemisia', 'Bergamot', 'Cardamom', 'Cinnamon', 'Iso E Super (Cedarwood Note)', 'Sandalwood', 'Vanilla']|Italy|Unisex|2021|The smell of freshly hung laundry, the clearness of a cloudless sky. A neat and clean perfume.|161004krdrfw04u67d5gi9bapugh6gbrw7ghrdb27eu729m4e1834bc79849-w500-q85.jpg
Alyssa Ashley|Musk Eau De Toilette|FLORAL|MUSK SKIN|Soft Floral Crisp Musk|['Musk', 'Bergamot', 'Tonka Bean', 'Iris / Orris', 'Jasmine', 'Rose', 'Ylang-ylang', 'Geranium', 'Vanilla']||Unisex|1969|"Has anyone ever said to you ""you smell like something nice""? Musk fascinates by its simple yet cryptic nature: it seems like a simple, almost childish perfume, but its evolution reveals an emotional and sentimental character."|wvbsuzaypmav23myatyfvj41auf91arnukruhex0cb3zq0gw1jrssge4tnrp-w500-q85.jpg
Sistelle|Elmira|FLORAL|FRUITY|Floral Fresher Fruity|['Jasmine (Arabia)', 'Peach', 'Rhubarb', 'Narcissus', 'Tuberose', 'Pear', 'Green Notes', 'Musk', 'Vanilla']|France|Female|2020|A symbol of all-out femininity, Elmira exudes elegance, mystery, and sensuality.|nhqvwmxkr6bc1x5sxgqk4a2w1za2vh8cpe40lt84wpqw8anc781ekwq8z1ma-w500-q85.jpg
Keiko Mecheri|Ambre Mirabilis|FLORAL|FLORAL|Floral Classical Rose|['Rose (Turkey)', 'Ambergris']|United States of America|Unisex|2012|Unexpected and profound, an intense and elusive composition. A noble fragrance inspired by imaginary horizons.|64sdiklrxj9x65rz0xvjyf8xc6f801plvt8hxea32frdzeir5wrkft7shsj0-w500-q85.jpg
Zadig & Voltaire|Tome 3 : L'Être|WOODY|AMBERY (ORIENTAL)|Woody Amber Classical|['Cashmeran (Woody musky)', 'Ciste Labdanum', 'Rose (Turkey)']|France|Unisex|2017|"Tome 3 : l'Être exalts the ambiguity of adulthood with both a dark and bright side. ""Be yourself and own what makes you unique,"" Nathalie Lorson, Perfumer."|9xc10gwq0o51bp5a8rev8k76wtct8uqs4qihr45205avrh2j9b1wcr4te0y4-w500-q85.jpg
Animale|Animale Intense For Men|WOODY|CITRUS|Woods Fresher|['Amber', 'Ozonic Notes', 'Apple', 'Ginger', 'Clary Sage', 'Suede']|United States of America|Male|2014|Animale Intense is a majestic fragrance, bursting with energy and irresistible character. Combining marine elements with juicy fruits, aromatic spices and a masculine warmth, its alluring power is immeasurable.|14kbtv2c3sb02vgq7y8w6sn01yin3gi1n4z93s656xwkgj0wfe1zw8u6ud8x-w500-q85.jpg
Ungaro|Ungaro Gold|FLORAL|AMBERY (ORIENTAL)|Floral Amber Fresher Citrus|['Jasmine', 'Amber', 'Mandarin', 'Gardenia', 'Peony', 'Vanilla', 'Patchouli', 'Blackcurrant Bud']|France|Female|2017|Ungaro Gold is for the modern goddess who loves to use her innate powers of seduction.|8ncorrjq5ngzz4maov0y6bvv3xsz3sog4h1tjx2nz2x3bic5uycr2y0jh53b-w500-q85.jpg
Jean Patou|Joy Forever Eau De Toilette|FLORAL|GREEN|Floral Fresher Green|['Orange Blossom', 'Galbanum', 'Musk', 'Iris / Orris', 'Rose', 'Amber', 'Bergamot', 'Cedarwood', 'Mandarin', 'Peach', 'Sandalwood']|France|Female|2014|Joy Forever Eau de Toilette is a fragrance that will mirror the luxury of the original Eau de Parfum with a lighter softer touch and carefree, modern energy.|wd0is62vqej1sr8gs2ptyb6qcym9qpxf270c4i1c1kijjogiry6vdupo99oo-w500-q85.jpg
Nejma|Koeptys|FLORAL|AMBERY (ORIENTAL)|Floral Amber Classical|['Jasmine', 'Jasmine (Grandiflorum)', 'Sandalwood', 'Vanilla', 'Bergamot', 'Patchouli', 'Pink Pepper']|France|Unisex|2017|"Nejma teams up with French rapper Booba for its latest fragrance, KoEptYs. Capitalised letters spelling out ""KEY"", links the artist's street influences to the label's luxurious traditions."|yceax0qd3tg4rqyiiazkyvoo54pvv6f6xen7f0mz0jp1zwtz4pws9ij2rk3p-w500-q85.jpg
Juliette Has A Gun|Moscow Mule|WOODY|CITRUS|Woods Fresher Citrus|['Bergamot', 'Amber', 'Green Notes', 'Ambroxan (Ambergris)', 'Cetalox (Ambergris)', 'Lime', 'Salicylate (Floral notes)', 'Apple', 'Ginger', 'Hedione (light Jasmine)']|France|Unisex|2018|"A fragrance inspired by the famous cocktail, ""Moscow Mule"", an unforgettable, tantalizing, and seductive composition totally dedicated to the city of Moscow."|ww60sc9je0816a091hp9s6u7cq244d4yb5jn9j0b2wd1gfop8k0nuwcm98jw-w500-q85.jpg
Fragonard|Beau De Provence|WOODY|GREEN|Woods Fresher Green|['Bergamot', 'Patchouli', 'Cedarwood', 'Sandalwood', 'Vetiver', 'Fig', 'Grapefruit', 'Mint', 'Ylang-ylang']|France|Unisex|2020|Beau de Provence celebrates the people of Provence, and all those who love the magnificent raw materials that makes our fragrance so rich!|fn613by9g7tkhmpidi03zmk7lb0dsun0wk48hfxavqdawg2u1d056izutayl-w500-q85.jpg
Karl Lagerfeld|Bois De Vétiver|WOODY|CITRUS|Woods Fresher|['Vetiver', 'Geranium', 'Mint', 'Ambrox (Ambergris)', 'Patchouli']|France|Male|2017|"""The rough aspect of vetiver wood brings to mind the grain of leather"". A fragrance created to be the essential piece in an olfactory wardrobe. The quintessence of style, where fragrance is the fabric."|kpt0fv7y5mwgm8ioc3a4n041w0js4cmltl9xph9baffxjelzt5nm722grxxe-w500-q85.jpg
Guerlain|Imagine|FLORAL|GREEN|Floral Fresher Green|['Rose', 'Rhubarb', 'Violet', 'Bergamot', 'Cardamom', 'Cedarwood', 'Grapefruit', 'Vetiver']|France|Female|2019|A nod to John Lennon's famous hymn, Imagine celebrates the liberated and offbeat spirit of the British capital, between pop and crown, traditions and eccentricities. Free, bubbly and chic, like a mischievous London girl.|np29kbhaud9rj5cc5glthfbmgf4494f9q8emnhtm9dl7a8iaa93nln88tnl6-w500-q85.jpg
Vivinevo|Mirage World Elegant|FLORAL|GREEN|Floral Crisp Green|['Peony', 'Amber', 'Green Tea', 'Cedarwood', 'Musk']|People's Republic of China|Female|2018|The elegant manners of a woman are always as beautiful as Mirage World Elegant perfume.|gnyhho65oxkltp3sg1xjofxesak6v2l2wfvnw1e2pxcw5mbh7bmighidioes-w500-q85.jpg
Gritti|Oud Masira|WOODY|AMBERY (ORIENTAL)|Woody Amber Classical|['Oud (Cambodia)', 'Leather', 'Rum', 'Amber', 'Nutmeg', 'Rose', 'Tonka Bean', 'Birch', 'Plum']||Unisex|2023|A homage to Masira, a kitesurfing paradise and a top-class nightlife spot in front of Oman,|uo30hdnqzhfimlzud5r4yj8827lr7m5f7snhon1e528g59a5dcnz40vuecw7-w500-q85.jpg
Olibere|Paradis Lointains|WOODY|GREEN|Woods Fresher Green|['Sandalwood', 'Geranium', 'Pepper (Peru)', 'Beeswax', 'Bergamot', 'Clove', 'Curcuma (Turmeric)', 'Gardenia', 'Juniper Berries', 'Mango', 'Ozonic Notes', 'Passion Fruit', 'Tuberose', 'Vanilla', 'Ylang-ylang']|France|Unisex|2015|A fantasy. A memory or an extract of the romance between Alexandra and Tom. A sensual short film that carries us a long way off.|kf5e61y5i22tfyj0awsv2ha7y48gq1iskfkhsvqo31i7zk83oqpenwz7zv4q-w500-q85.jpg
Rabanne|Olympéa|AMBERY (ORIENTAL)|FLORAL|Woody Amber Fresher Gourmand|['Jasmine', 'Ambergris', 'Mandarin', 'Cashmeran (Woody musky)']|Spain|Female|2015|A terribly feminine perfume. Faithful to Paco Rabanne's innovative values, where provocation reveals the spirit of the time. Imagine unique, irreverent sensuality to which nothing and no one can resist. This modern-day Cleopatra is the queen of queens, the woman of all victories, the absolute icon. Endowed with every strength, she chooses her hero on the steps of Olympus. A demi-goddess, but a woman above all. Divinely woman.|e86iv0b9juwi3vxapo5dt762peg6x9fw41nwnx56tzd9f01mafguommf5ssu-w500-q85.png
Rihanah|Oud Burmi|WOODY|AMBERY (ORIENTAL)|Woody Amber Classical|['Oud / Agarwood', 'Incense / Olibanum', 'Rose', 'Benzoin', 'Patchouli', 'Tonka Bean', 'Vanilla', 'Cinnamon']||Male|2021|A fragrance that reveals your wildest dreams.|5ii3n4321jyoxvvs1iwcnomqrh66oiwqb98ud71tt1wvjuixbss8aku4km8b-w500-q85.jpg
Gianfranco Ferré|Camicia 113 Eau De Toilette|CITRUS|FRUITY|Fruity Fresher|['Bergamot', 'Iris / Orris', 'Jasmine', 'Magnolia', 'Musk', 'Patchouli', 'Peony']|Italy|Female|2016|"“I always wanted to create a fragrance that expressed the smell of a freshly ironed white shirt,"" says Nathalie Lorson, the nose and creator of Gianfranco Ferré CAMICIA 113 Eau de Toilette."|euxeno5riwknfni10v81eibk2jyfb8m5zc5z5z4tp92av0nye33e1sasisdg-w500-q85.jpg
Juicy Couture|Dirty English|CHYPRE|WOODY|Mossy Woods Richer|['Leather', 'Mandarin', 'Oud / Agarwood', 'Sandalwood', 'Vetiver', 'Cedarwood (Atlas)', 'Amber', 'Bergamot', 'Cardamom', 'Marjoram']|United States of America|Male|2008|Presenting the scent of irresistible bad boys from all over the world. Live hard, live loud, live now. It's all Dirty English, the fragrance for men.|100x12dfiz9ncq398k39qigtz8rhwh76fjs5p24muod250f1rre6y4n9efk8-w500-q85.jpg
Caron|Tabac Blond|LEATHER|WOODY|Dry Woods Classical|['Leather', 'Carnation', 'Cedarwood (Virginia)', 'Ylang-ylang', 'Rose (Turkey)', 'Vetiver (Haiti)', 'Ciste Labdanum', 'Clove', 'Galbanum', 'Patchouli (Indonesia)']|France|Unisex|2021|Evoking the transgressive atmosphere of the Roaring Twenties, Tabac Blond is a lightly powdery leather scent that is both dark and delicate with an enchanting ambivalence.|iz8f7ig4zvpup67ugfm3si5zwxu9zb5nz4kw77er6netehi48p4fbyzvydgq-w500-q85.jpg
Gritti|Aqua Incanta|FLORAL|ALDEHYDIC|Soft Floral Classical|['Rose', 'Iris / Orris', 'Vanilla']|Italy|Unisex|2012|I followed your scent, your smell intoxicated me. I met your eyes. Your mere presence had captivated the air and I fell in love.|7a20rwbbs4i7icuc48785icziw2cli8gp7fnb3n6sjfjkavty5f77gqox5je-w500-q85.jpg
Orlov|Out Of The Box|AMBERY (ORIENTAL)|GOURMAND|Amber Crisp Gourmand|['Vanilla', 'Caramel', 'Peony', 'Amber', 'Incense / Olibanum', 'Jasmine', 'Pink Pepper', 'Musk', 'Rose (Bulgaria)']|France|Unisex|2020|"Out Of The Box is a fragrance enriched with the heat from spices that profusely exhale ""desire"", mimicking the ruby from which it takes its inspiration."|bqf0sxypjobjt5fc1yrzn715s1cr3lv6s4tda3qubc4ai3v3jk726asx9z8d-w500-q85.jpg
Keiko Mecheri|Loukhoum|AMBERY (ORIENTAL)|GOURMAND|Amber Fresher Gourmand|['Vanilla', 'Rose (Bulgaria)', 'Woody Notes']|United States of America|Unisex|1998|In 1998, Keiko Mecheri introduced her first fragrance, Loukhoum a crossroad of cultures that mirrored the couple’s globetrotting lifestyle and a medley of North American, the Orient, and Japanese roots. A marriage of delicacy, sweetness, and opulence with a heady addictiveness.|5vs6zvdvzn6nhwyfdnjim1ee6611gestyq3ad24fu3fjefsa0nm3cbiru7pl-w500-q85.jpg
Azzaro|Azzaro Pour Homme Cologne Intense|AROMATIC FOUGERE|CITRUS|Aromatic Fougère Fresher Citrus|['Lavender', 'Lime', 'Lentisk']|France|Male|2021|Cologne Intense provokes shivers and raises the temperature. Its timeless seduction is just like sipping a frosted tall drink.|q07ak8ue1lmx8gbs0wu8v9sicab9y9gtzigtfscm73tuz105b9omaakaf5ok-w500-q85.jpg
Givenchy|Ange Ou Démon Le Secret Eau De Toilette|FLORAL|CITRUS|Floral Fresher Citrus|['Jasmine', 'Patchouli', 'Tea', 'Bergamot', 'Amber', 'Musk']|France|Female|2013|At once light and intensely sensual, this fragrance expresses both sides of a young woman of enigmatic charm. An enchantress, a luminous Eau de Toilette which envelops her, splendidly embodying her refreshing sparkle and her desire.|hpf5uoece49s7763omg6kec39alrpqwxvxp9qk7wyx67wvcaze6bggkz9oum-w500-q85.jpg
Eau D'Italie|Mystic Sunset|WOODY|CITRUS|Woods Crisp Gourmand|['Blackcurrant Bud', 'Saffron', 'Cedarwood', 'Osmanthus', 'Jasmine']|Italy|Unisex|2022|The setting of the sun has always had a mystical connotation in Positano and this is perhaps one of the reasons why it's considered one of the most beautiful sunsets in the world. Thus our tribute to this daily marvel with a fragrance that embodies the soul-moving warmth of a summer sunset in Positano.|uzrl9a8fkx9misrbe0udlztdh715turaz0j8t6ytbqo8vy99mib42bs54ao9-w500-q85.jpg
Penhaligon'S|Artemisia|FLORAL|AROMATIC FOUGERE|Soft Floral Fresher Fruity|['Jasmine', 'Lily Of The Valley', 'Violet', 'Amber', 'Oakmoss', 'Caramel', 'Vanilla']|United Kingdom|Female|2002|The goddess of the hunt arches her bow, and the forest quivers in anticipation. Lush nectarine, jasmine and violet swim above caramel and creamy vanilla. An eau de parfum sung like a hymn on the skin.|rqofwxes65lq487tjj8dbc5wxp4ew7qhvdb5jcpfsz145a3nqnjbbpcz750p-w500-q85.png
Jill Stuart|Crystal Bloom Snow|FLORAL|FRUITY|Soft Floral Fresher Fruity|['Lily Of The Valley', 'Apple', 'Musk', 'Freesia', 'Iris / Orris', 'Magnolia', 'Osmanthus', 'Peony', 'Rose', 'Sweet Pea', 'Jasmine (Sambac)', 'Plum', 'Amber', 'Bergamot', 'Lemon']|United States of America|Female|2015|The miraculous instant in which flowers and snow meet and resonate together. This is the most beautiful and pure fragrance in the world, like a vista of pure white that spreads into infinity.|c1yxu11x0wqqrnpbpshpv1y4tao0bvnevpygp1gi6nor4z6pkufhgdeyz2ku-w500-q85.jpg
Scalpers|Scalpers Kids Girl|FLORAL|MUSK SKIN|Soft Floral Fresher Fruity|['Freesia', 'Orange Blossom', 'Musk', 'Cedarwood', 'Lemon', 'Mandarin']|Spain|Female|2022|She is extremely funny and knows exactly what she wants. A versatile girl that already makes her own wardrobe choices. Scalpers Kids Girl is her fragrance.|mcdk4j1i8l5j87qcihrcp7xfuxrmwjq6vrubl36740gy2w27qortpvwrkklj-w500-q85.jpg
